bodyID,Volume,3DHBSh,Aqua-Calc,Article 1987
0660,0.06980805,71.62,70.51,73.64
0661,0.0649107,66.6,65.56,68.82
0662,0.05635463,57.82,56.92,60.39
0663,0.04761251,48.85,48.09,51.77
0664,0.05991257,61.47,60.51,63.89
0665,0.06299071,64.63,63.62,66.92
0666,0.06469088,66.37,65.34,68.6
0667,0.07162385,73.49,72.34,75.43
0668,0.05925183,60.79,59.84,63.24
0669,0.05857143,60.09,59.16,62.57
0670,0.06026653,61.83,60.87,64.24
0671,0.06415882,65.83,64.8,68.07
0672,0.06006896,61.63,60.67,64.05
0673,0.05636799,57.83,56.93,60.4
0674,0.0673829,69.13,68.06,71.25
0675,0.07732386,79.33,78.1,81.05
0676,0.0520333,53.39,52.55,56.13
0677,0.05862771,60.15,59.21,62.63
0678,0.0580739,59.58,58.65,62.08
0679,0.0503545,51.66,50.86,54.47
0680,0.06206686,63.68,62.69,66.01
0681,0.05451068,55.93,55.06,58.57
0682,0.06031051,61.88,60.91,64.28
0683,0.04916012,50.44,49.65,53.3
0684,0.06925174,71.05,69.94,73.09
0685,0.06179517,63.4,62.41,65.75
0686,0.06542598,67.13,66.08,69.32
0687,0.05356763,54.96,54.1,57.64
0688,0.05225937,53.62,52.78,56.35
0689,0.07546287,77.42,76.22,79.21
0690,0.05292088,54.3,53.45,57.0
0691,0.05873274,60.26,59.32,62.73
0692,0.05146551,52.8,51.98,55.57
0693,0.05616045,57.62,56.72,60.19
0694,0.05652478,57.99,57.09,60.55
0695,0.06430597,65.98,64.95,68.22
0696,0.05635501,57.82,56.92,60.39
0697,0.05756967,59.07,58.15,61.58
0698,0.060172,61.74,60.77,64.15
0699,0.06199108,63.6,62.61,65.94
0700,0.06789644,69.66,68.58,71.76
0701,0.05743825,58.93,58.01,61.45
0702,0.07354632,75.46,74.28,77.32
0703,0.05721582,58.7,57.79,61.23
0704,0.06125166,62.84,61.86,65.21
0705,0.06349902,65.15,64.13,67.42
0706,0.05057452,51.89,51.08,54.69
0707,0.04981854,51.11,50.32,53.95
0708,0.06584946,67.56,66.51,69.74
0709,0.04971526,51.01,50.21,53.84
0710,0.05639434,57.86,56.96,60.42
0711,0.06147818,63.08,62.09,65.43
0712,0.05836464,59.88,58.95,62.37
0713,0.05321028,54.59,53.74,57.29
0714,0.06260167,64.23,63.23,66.54
0715,0.07213612,74.01,72.86,75.93
0716,0.06121646,62.81,61.83,65.18
0717,0.05496905,56.4,55.52,59.02
0718,0.0516527,53.0,52.17,55.75
0719,0.06199314,63.6,62.61,65.94
0720,0.06152154,63.12,62.14,65.48
0721,0.0545036,55.92,55.05,58.56
0722,0.0466332,47.85,47.1,50.81
0723,0.07172511,73.59,72.44,75.53
0724,0.05068175,52.0,51.19,54.8
0725,0.05879471,60.32,59.38,62.79
0726,0.05931818,60.86,59.91,63.31
0727,0.06428807,65.96,64.93,68.2
0728,0.07473244,76.68,75.48,78.49
0729,0.04586527,47.06,46.32,50.05
0730,0.06991028,71.73,70.61,73.74
0731,0.05871235,60.24,59.3,62.71
0732,0.05949241,61.04,60.09,63.48
0733,0.07140263,73.26,72.12,75.21
0734,0.05263697,54.01,53.16,56.72
0735,0.08299287,85.15,83.82,86.63
0736,0.06623727,67.96,66.9,70.12
0737,0.0622232,63.84,62.85,66.17
0738,0.05941689,60.96,60.01,63.4
0739,0.05553256,56.98,56.09,59.58
0740,0.07425702,76.19,75.0,78.02
0741,0.05869734,60.22,59.28,62.69
0742,0.07544535,77.41,76.2,79.19
0743,0.07856511,80.61,79.35,82.27
0744,0.05459984,56.02,55.15,58.66
0745,0.05978802,61.34,60.39,63.77
0746,0.06383709,65.5,64.48,67.76
0747,0.07121931,73.07,71.93,75.03
0748,0.05359095,54.98,54.13,57.66
0749,0.07407271,76.0,74.81,77.84
0750,0.06653453,68.26,67.2,70.42
0751,0.07633157,78.32,77.09,80.07
0752,0.06604947,67.77,66.71,69.94
0753,0.05661305,58.08,57.18,60.64
0754,0.06167536,63.28,62.29,65.63
0755,0.06024506,61.81,60.85,64.22
0756,0.0692486,71.05,69.94,73.09
0757,0.07510166,77.05,75.85,78.86
0758,0.06133195,62.93,61.95,65.29
0759,0.06703499,68.78,67.71,70.91
0760,0.0611073,62.7,61.72,65.07
0761,0.06307605,64.72,63.71,67.01
0762,0.0603193,61.89,60.92,64.29
0763,0.05034384,51.65,50.85,54.46
0764,0.05548397,56.93,56.04,59.53
0765,0.05474415,56.17,55.29,58.8
0766,0.06962939,71.44,70.33,73.46
0767,0.06789343,69.66,68.57,71.75
0768,0.06762583,69.38,68.3,71.49
0769,0.0668125,68.55,67.48,70.69
0770,0.07483782,76.78,75.59,78.6
0771,0.05010849,51.41,50.61,54.23
0772,0.07480295,76.75,75.55,78.56
0773,0.06552055,67.22,66.18,69.42
0774,0.06179643,63.4,62.41,65.75
0775,0.08135629,83.47,82.17,85.02
0776,0.05534711,56.79,55.9,59.39
0777,0.06852947,70.31,69.21,72.38
0778,0.05412047,55.53,54.66,58.18
0779,0.06040835,61.98,61.01,64.38
0780,0.05361142,55.01,54.15,57.68
0781,0.05880844,60.34,59.4,62.8
0782,0.06490122,66.59,65.55,68.81
0783,0.055022,56.45,55.57,59.07
0784,0.05370435,55.1,54.24,57.77
0785,0.06140923,63.01,62.02,65.37
0786,0.05751005,59.01,58.09,61.52
0787,0.05999819,61.56,60.6,63.98
0788,0.08609529,88.33,86.96,89.69
0789,0.06710756,68.85,67.78,70.98
0790,0.05856964,60.09,59.16,62.57
0791,0.05471047,56.13,55.26,58.77
0792,0.07910422,81.16,79.9,82.8
0793,0.05603304,57.49,56.59,60.07
0794,0.05356479,54.96,54.1,57.64
0795,0.04997679,51.28,50.48,54.1
0796,0.0699767,71.8,70.68,73.81
0797,0.06482457,66.51,65.47,68.73
0798,0.05536871,56.81,55.92,59.41
0799,0.05416958,55.58,54.71,58.23
0800,0.06007644,61.64,60.68,64.05
0801,0.07195428,73.83,72.67,75.75
0802,0.05311484,54.5,53.65,57.19
0803,0.07358368,75.5,74.32,77.36
0804,0.06059819,62.17,61.2,64.57
0805,0.05937341,60.92,59.97,63.36
0806,0.05346753,54.86,54.0,57.54
0807,0.06346227,65.11,64.1,67.39
0808,0.05739476,58.89,57.97,61.41
0809,0.05896101,60.49,59.55,62.95
0810,0.07218336,74.06,72.91,75.98
0811,0.06117457,62.77,61.79,65.13
0812,0.05666434,58.14,57.23,60.69
0813,0.06896713,70.76,69.66,72.81
0814,0.06995637,71.78,70.66,73.79
0815,0.06141464,63.01,62.03,65.37
0816,0.07356139,75.47,74.3,77.34
0817,0.06365924,65.31,64.3,67.58
0818,0.05676927,58.25,57.34,60.79
0819,0.06925745,71.06,69.95,73.1
0820,0.0564919,57.96,57.06,60.52
0821,0.06491816,66.61,65.57,68.82
0822,0.06231017,63.93,62.93,66.25
0823,0.04507897,46.25,45.53,49.28
0824,0.06416911,65.84,64.81,68.08
0825,0.06259792,64.23,63.22,66.54
0826,0.05799784,59.51,58.58,62.0
0827,0.0657677,67.48,66.43,69.66
0828,0.0656376,67.34,66.29,69.53
0829,0.06343306,65.08,64.07,67.36
0830,0.07639405,78.38,77.16,80.13
0831,0.05132702,52.66,51.84,55.43
0832,0.05436421,55.78,54.91,58.42
0833,0.07029297,72.12,71.0,74.12
0834,0.05258709,53.95,53.11,56.67
0835,0.06443173,66.11,65.08,68.34
0836,0.05515323,56.59,55.7,59.2
0837,0.05730367,58.79,57.88,61.32
0838,0.06165059,63.25,62.27,65.6
0839,0.05280309,54.18,53.33,56.89
0840,0.05746475,58.96,58.04,61.48
0841,0.0666663,68.4,67.33,70.55
0842,0.06153099,63.13,62.15,65.49
0843,0.05968093,61.23,60.28,63.66
0844,0.06029957,61.87,60.9,64.27
0845,0.06127761,62.87,61.89,65.24
0846,0.06171169,63.32,62.33,65.66
0847,0.05353079,54.92,54.07,57.6
0848,0.07068686,72.52,71.39,74.51
0849,0.08443713,86.63,85.28,88.05
0850,0.06389615,65.56,64.54,67.82
0851,0.06318363,64.83,63.82,67.11
0852,0.04987311,51.17,50.37,54.0
0853,0.05905171,60.59,59.64,63.04
0854,0.06037985,61.95,60.98,64.35
0855,0.07123387,73.09,71.95,75.05
0856,0.06482368,66.51,65.47,68.73
0857,0.06034725,61.92,60.95,64.32
0858,0.05279922,54.17,53.33,56.88
0859,0.04949662,50.78,49.99,53.63
0860,0.06251444,64.14,63.14,66.45
0861,0.06124305,62.84,61.86,65.2
0862,0.07778307,79.81,78.56,81.5
0863,0.05693884,58.42,57.51,60.96
0864,0.06153199,63.13,62.15,65.49
0865,0.06600879,67.73,66.67,69.9
0866,0.07694551,78.95,77.71,80.67
0867,0.06544517,67.15,66.1,69.34
0868,0.05382824,55.23,54.37,57.9
0869,0.04269153,43.8,43.12,46.92
0870,0.07919065,81.25,79.98,82.88
0871,0.0670641,68.81,67.73,70.94
0872,0.05429953,55.71,54.84,58.36
0873,0.06438088,66.05,65.02,68.29
0874,0.07853242,80.57,79.32,82.24
0875,0.05767108,59.17,58.25,61.68
0876,0.05199951,53.35,52.52,56.1
0877,0.06884846,70.64,69.54,72.7
0878,0.05558693,57.03,56.14,59.63
0879,0.06098534,62.57,61.6,64.95
0880,0.05909777,60.63,59.69,63.09
0881,0.06099821,62.58,61.61,64.96
0882,0.06837756,70.16,69.06,72.23
0883,0.05444783,55.86,54.99,58.51
0884,0.06483367,66.52,65.48,68.74
0885,0.05714918,58.64,57.72,61.17
0886,0.05813058,59.64,58.71,62.14
0887,0.06080381,62.38,61.41,64.77
0888,0.07249005,74.37,73.21,76.28
0889,0.04851533,49.78,49.0,52.66
0890,0.05376945,55.17,54.31,57.84
0891,0.06464868,66.33,65.3,68.56
0892,0.05851237,60.03,59.1,62.51
0893,0.05045124,51.76,50.96,54.57
0894,0.06818031,69.95,68.86,72.04
0895,0.06253032,64.16,63.16,66.47
0896,0.05381178,55.21,54.35,57.88
0897,0.04793526,49.18,48.41,52.09
0898,0.05537654,56.82,55.93,59.42
0899,0.05008278,51.38,50.58,54.21
0900,0.07886347,80.91,79.65,82.56
0901,0.06390017,65.56,64.54,67.82
0902,0.05964331,61.19,60.24,63.63
0903,0.04935922,50.64,49.85,53.49
0904,0.06592966,67.64,66.59,69.82
0905,0.06818505,69.96,68.87,72.04
0906,0.06362093,65.28,64.26,67.54
0907,0.04855018,49.81,49.04,52.7
0908,0.04483146,46.0,45.28,49.03
0909,0.05223905,53.6,52.76,56.33
0910,0.07093548,72.78,71.64,74.75
0911,0.07440223,76.34,75.15,78.17
0912,0.05577729,57.23,56.34,59.82
0913,0.06158714,63.19,62.2,65.54
0914,0.05371776,55.11,54.25,57.79
0915,0.0542481,55.66,54.79,58.31
0916,0.05255269,53.92,53.08,56.64
0917,0.06124959,62.84,61.86,65.21
0918,0.06545109,67.15,66.11,69.35
0919,0.06065236,62.23,61.26,64.62
0920,0.04932685,50.61,49.82,53.46
0921,0.05923752,60.78,59.83,63.23
0922,0.07259853,74.49,73.32,76.39
0923,0.05510014,56.53,55.65,59.15
0924,0.05202344,53.38,52.54,56.12
0925,0.06340705,65.06,64.04,67.33
0926,0.05919004,60.73,59.78,63.18
0927,0.06171061,63.32,62.33,65.66
0928,0.05853596,60.06,59.12,62.53
0929,0.07072287,72.56,71.43,74.54
0930,0.05239048,53.75,52.91,56.48
0931,0.05765416,59.15,58.23,61.67
0932,0.0611892,62.78,61.8,65.15
0933,0.05897782,60.51,59.57,62.97
0934,0.05383608,55.24,54.37,57.9
0935,0.06757548,69.33,68.25,71.44
0936,0.05497725,56.41,55.53,59.03
0937,0.05395687,55.36,54.5,58.02
0938,0.05537015,56.81,55.92,59.42
0939,0.09417568,96.62,95.12,97.65
0940,0.05239608,53.76,52.92,56.49
0941,0.05133262,52.67,51.85,55.44
0942,0.06454379,66.22,65.19,68.45
0943,0.07198146,73.85,72.7,75.78
0944,0.05592624,57.38,56.49,59.96
0945,0.06335603,65.0,63.99,67.28
0946,0.05561043,57.06,56.17,59.65
0947,0.06332986,64.98,63.96,67.26
0948,0.0578053,59.31,58.38,61.82
0949,0.05094714,52.27,51.46,55.06
0950,0.05646886,57.94,57.03,60.5
0951,0.04649372,47.7,46.96,50.67
0952,0.05214537,53.5,52.67,56.24
0953,0.04483796,46.0,45.29,49.04
0954,0.05868494,60.21,59.27,62.68
0955,0.0747812,76.73,75.53,78.54
0956,0.05542218,56.86,55.98,59.47
0957,0.06183198,63.44,62.45,65.78
0958,0.07386926,75.79,74.61,77.64
0959,0.06444518,66.12,65.09,68.36
0960,0.06403486,65.7,64.68,67.95
0961,0.05565174,57.1,56.21,59.69
0962,0.06386645,65.53,64.51,67.79
0963,0.06933842,71.14,70.03,73.18
0964,0.06134067,62.94,61.95,65.3
0965,0.05046633,51.78,50.97,54.58
0966,0.05260364,53.97,53.13,56.69
0967,0.0550213,56.45,55.57,59.07
0968,0.05160883,52.95,52.12,55.71
0969,0.04883587,50.11,49.32,52.98
0970,0.06532768,67.03,65.98,69.23
0971,0.06809891,69.87,68.78,71.96
0972,0.05865247,60.18,59.24,62.65
0973,0.0501175,51.42,50.62,54.24
0974,0.06226807,63.89,62.89,66.21
0975,0.05487758,56.3,55.43,58.93
0976,0.06877473,70.56,69.46,72.62
0977,0.06180747,63.41,62.43,65.76
0978,0.06937073,71.17,70.06,73.21
0979,0.04462002,45.78,45.07,48.82
0980,0.05702069,58.5,57.59,61.04
0981,0.06186317,63.47,62.48,65.81
0982,0.05563106,57.08,56.19,59.67
0983,0.05263321,54.0,53.16,56.72
0984,0.06082258,62.4,61.43,64.79
0985,0.05265161,54.02,53.18,56.74
0986,0.05524543,56.68,55.8,59.29
0987,0.04793309,49.18,48.41,52.09
0988,0.06247532,64.1,63.1,66.42
0989,0.04537902,46.56,45.83,49.57
0990,0.05234623,53.71,52.87,56.44
0991,0.05765559,59.15,58.23,61.67
0992,0.06668286,68.42,67.35,70.56
0993,0.05924203,60.78,59.83,63.23
0994,0.05557434,57.02,56.13,59.62
0995,0.05933308,60.88,59.93,63.32
0996,0.06123313,62.83,61.85,65.19
0997,0.05857239,60.1,59.16,62.57
0998,0.05880758,60.34,59.4,62.8
0999,0.06150136,63.1,62.12,65.46
1000,0.06384462,65.5,64.48,67.77
1001,0.04821976,49.47,48.7,52.37
1002,0.06138674,62.98,62.0,65.34
1003,0.06330466,64.95,63.94,67.23
1004,0.05807505,59.59,58.66,62.08
1005,0.07048083,72.31,71.19,74.3
1006,0.07917316,81.23,79.96,82.87
1007,0.05122659,52.56,51.74,55.33
1008,0.06057104,62.15,61.18,64.54
1009,0.0588514,60.38,59.44,62.85
1010,0.0625218,64.15,63.15,66.46
1011,0.05520093,56.64,55.75,59.25
1012,0.05579677,57.25,56.35,59.84
1013,0.06684453,68.58,67.51,70.72
1014,0.05606033,57.52,56.62,60.1
1015,0.04060859,41.66,41.01,44.87
1016,0.05196344,53.31,52.48,56.06
1017,0.04648618,47.69,46.95,50.66
1018,0.06296674,64.6,63.6,66.9
1019,0.04073237,41.79,41.14,44.99
1020,0.05904272,60.58,59.63,63.03
1021,0.06946042,71.27,70.16,73.3
1022,0.06389175,65.55,64.53,67.81
1023,0.07051999,72.35,71.23,74.34
1024,0.06057596,62.15,61.18,64.54
1025,0.06065323,62.23,61.26,64.62
1026,0.0805195,82.61,81.32,84.19
1027,0.0772056,79.21,77.98,80.93
1028,0.06025383,61.82,60.86,64.23
1029,0.05181475,53.16,52.33,55.91
1030,0.05983059,61.39,60.43,63.81
1031,0.06053596,62.11,61.14,64.51
1032,0.05769948,59.2,58.28,61.71
1033,0.06081265,62.39,61.42,64.78
1034,0.0559246,57.38,56.48,59.96
1035,0.05576917,57.22,56.33,59.81
1036,0.06782705,69.59,68.51,71.69
1037,0.05999132,61.55,60.59,63.97
1038,0.06555386,67.26,66.21,69.45
1039,0.05679046,58.27,57.36,60.82
1040,0.0576803,59.18,58.26,61.69
1041,0.06064475,62.22,61.25,64.61
1042,0.0549869,56.42,55.54,59.04
1043,0.06417642,65.85,64.82,68.09
1044,0.05946301,61.01,60.06,63.45
1045,0.07530687,77.26,76.06,79.06
1046,0.06101291,62.6,61.62,64.98
1047,0.07099743,72.84,71.71,74.81
1048,0.06816514,69.94,68.85,72.02
1049,0.0583221,59.84,58.91,62.32
1050,0.08348268,85.65,84.32,87.11
1051,0.04795883,49.21,48.44,52.11
1052,0.07091696,72.76,71.63,74.73
1053,0.05650676,57.98,57.07,60.54
1054,0.07120361,73.05,71.92,75.02
1055,0.05371696,55.11,54.25,57.79
1056,0.06024037,61.81,60.84,64.21
1057,0.06308516,64.73,63.72,67.02
1058,0.06650955,68.24,67.17,70.39
1059,0.0572618,58.75,57.83,61.28
1060,0.07451701,76.45,75.26,78.28
1061,0.0499902,51.29,50.49,54.12
1062,0.05894951,60.48,59.54,62.94
1063,0.05893229,60.46,59.52,62.93
1064,0.06921562,71.02,69.91,73.06
1065,0.04126858,42.34,41.68,45.52
1066,0.06920437,71.0,69.9,73.05
1067,0.04467518,45.84,45.12,48.88
1068,0.05976204,61.32,60.36,63.74
1069,0.05181225,53.16,52.33,55.91
1070,0.05364716,55.04,54.18,57.72
1071,0.04523049,46.41,45.68,49.43
1072,0.0590922,60.63,59.68,63.08
1073,0.06978395,71.6,70.48,73.62
1074,0.06659516,68.33,67.26,70.48
1075,0.06303485,64.67,63.67,66.97
1076,0.06019458,61.76,60.8,64.17
1077,0.06970266,71.51,70.4,73.54
1078,0.05502926,56.46,55.58,59.08
1079,0.07395584,75.88,74.7,77.73
1080,0.04166842,42.75,42.09,45.92
1081,0.06331877,64.97,63.95,67.25
1082,0.05504195,56.47,55.59,59.09
1083,0.05892493,60.46,59.51,62.92
1084,0.05467603,56.1,55.22,58.73
1085,0.0664542,68.18,67.12,70.34
1086,0.05323707,54.62,53.77,57.31
1087,0.05871244,60.24,59.3,62.71
1088,0.05920021,60.74,59.79,63.19
1089,0.06271071,64.34,63.34,66.65
1090,0.06640801,68.13,67.07,70.29
1091,0.06227655,63.9,62.9,66.22
1092,0.06401667,65.68,64.66,67.93
1093,0.05354969,54.94,54.09,57.62
1094,0.05773832,59.24,58.32,61.75
1095,0.06618852,67.91,66.85,70.07
1096,0.06482212,66.51,65.47,68.73
1097,0.06395247,65.62,64.59,67.87
1098,0.05679799,58.27,57.37,60.82
1099,0.0665491,68.28,67.21,70.43
1100,0.04824299,49.5,48.73,52.39
1101,0.07210285,73.98,72.82,75.9
1102,0.06141891,63.02,62.03,65.38
1103,0.05290358,54.28,53.43,56.99
1104,0.05705775,58.54,57.63,61.08
1105,0.05014095,51.44,50.64,54.26
1106,0.05702894,58.51,57.6,61.05
1107,0.04988989,51.19,50.39,54.02
1108,0.06144309,63.04,62.06,65.4
1109,0.06007636,61.64,60.68,64.05
1110,0.05055543,51.87,51.06,54.67
1111,0.04331182,44.44,43.74,47.54
1112,0.06568954,67.4,66.35,69.58
1113,0.0542433,55.65,54.79,58.31
1114,0.06898809,70.78,69.68,72.83
1115,0.05641531,57.88,56.98,60.45
1116,0.04836227,49.62,48.85,52.51
1117,0.05398771,55.39,54.53,58.05
1118,0.0486509,49.92,49.14,52.8
1119,0.04929833,50.58,49.79,53.43
1120,0.04590034,47.09,46.36,50.09
1121,0.08046234,82.55,81.27,84.14
1122,0.06460914,66.29,65.26,68.52
1123,0.0542633,55.67,54.81,58.33
1124,0.05518464,56.62,55.74,59.23
1125,0.0709173,72.76,71.63,74.73
1126,0.05101103,52.34,51.52,55.12
1127,0.06676199,68.5,67.43,70.64
1128,0.07347975,75.39,74.21,77.26
1129,0.05848798,60.01,59.07,62.49
1130,0.05164375,52.99,52.16,55.74
1131,0.06615797,67.88,66.82,70.04
1132,0.06979767,71.61,70.5,73.63
1133,0.05213643,53.49,52.66,56.23
1134,0.05593274,57.39,56.49,59.97
1135,0.05423728,55.65,54.78,58.3
1136,0.07564315,77.61,76.4,79.39
1137,0.06214061,63.76,62.76,66.09
1138,0.06422496,65.89,64.87,68.14
1139,0.05991776,61.48,60.52,63.9
1140,0.05965552,61.21,60.25,63.64
1141,0.05876816,60.3,59.36,62.76
1142,0.06364322,65.3,64.28,67.57
1143,0.0715619,73.42,72.28,75.37
1144,0.06465506,66.34,65.3,68.56
1145,0.05959113,61.14,60.19,63.57
1146,0.05881558,60.34,59.4,62.81
1147,0.06716225,68.91,67.83,71.03
1148,0.04934792,50.63,49.84,53.48
1149,0.05724431,58.73,57.82,61.26
1150,0.04586729,47.06,46.33,50.05
1151,0.06256351,64.19,63.19,66.5
1152,0.05501071,56.44,55.56,59.06
1153,0.05132549,52.66,51.84,55.43
1154,0.07222821,74.11,72.95,76.02
1155,0.05521144,56.65,55.76,59.26
1156,0.06199147,63.6,62.61,65.94
1157,0.05006491,51.37,50.57,54.19
1158,0.05485985,56.29,55.41,58.91
1159,0.07471335,76.66,75.46,78.47
1160,0.06076838,62.35,61.38,64.73
1161,0.05472956,56.15,55.28,58.78
1162,0.07555698,77.52,76.31,79.3
1163,0.05181237,53.16,52.33,55.91
1164,0.06293973,64.58,63.57,66.87
1165,0.05735883,58.85,57.93,61.38
1166,0.06473369,66.42,65.38,68.64
1167,0.05747259,58.97,58.05,61.49
1168,0.05693413,58.41,57.5,60.96
1169,0.0538904,55.29,54.43,57.96
1170,0.06846502,70.25,69.15,72.32
1171,0.05726222,58.75,57.83,61.28
1172,0.04862089,49.89,49.11,52.77
1173,0.06502447,66.72,65.67,68.93
1174,0.05960368,61.15,60.2,63.59
1175,0.05313156,54.51,53.66,57.21
1176,0.05222956,53.59,52.75,56.32
1177,0.04936583,50.65,49.86,53.5
1178,0.06209864,63.71,62.72,66.04
1179,0.06105642,62.64,61.67,65.02
1180,0.04766616,48.91,48.14,51.83
1181,0.05967655,61.23,60.27,63.66
1182,0.06627556,68.0,66.94,70.16
1183,0.05962536,61.18,60.22,63.61
1184,0.04192704,43.02,42.35,46.17
1185,0.06292311,64.56,63.55,66.86
1186,0.05477658,56.2,55.32,58.83
1187,0.05403936,55.44,54.58,58.1
1188,0.05412938,55.54,54.67,58.19
1189,0.06440941,66.08,65.05,68.32
1190,0.08029623,82.38,81.1,83.97
1191,0.05827443,59.79,58.86,62.28
1192,0.06097158,62.56,61.58,64.93
1193,0.06638935,68.12,67.05,70.27
1194,0.06415568,65.82,64.8,68.07
1195,0.05375063,55.15,54.29,57.82
1196,0.06585894,67.57,66.52,69.75
1197,0.06726585,69.01,67.94,71.14
1198,0.06321256,64.86,63.84,67.14
1199,0.05877019,60.3,59.36,62.77
1200,0.06178808,63.39,62.41,65.74
1201,0.06266462,64.29,63.29,66.6
1202,0.05950148,61.05,60.1,63.49
1203,0.05120727,52.54,51.72,55.31
1204,0.06721743,68.97,67.89,71.09
1205,0.07675932,78.76,77.53,80.49
1206,0.05213028,53.49,52.65,56.22
1207,0.06340262,65.05,64.04,67.33
1208,0.06486439,66.55,65.51,68.77
1209,0.0553958,56.84,55.95,59.44
1210,0.05509421,56.53,55.65,59.14
1211,0.07941228,81.48,80.21,83.1
1212,0.05738324,58.88,57.96,61.4
1213,0.06395012,65.61,64.59,67.87
1214,0.05911656,60.65,59.71,63.11
1215,0.06386077,65.52,64.5,67.78
1216,0.06200814,63.62,62.63,65.96
1217,0.05325776,54.64,53.79,57.33
1218,0.05625176,57.71,56.81,60.28
1219,0.05449137,55.91,55.04,58.55
1220,0.07623871,78.22,77.0,79.98
1221,0.07143025,73.29,72.14,75.24
1222,0.04746961,48.7,47.94,51.63
1223,0.07704487,79.05,77.82,80.77
1224,0.05418827,55.6,54.73,58.25
1225,0.06446156,66.14,65.11,68.37
1226,0.05795346,59.46,58.53,61.96
1227,0.06298706,64.62,63.62,66.92
1228,0.04944103,50.73,49.94,53.57
1229,0.05254365,53.91,53.07,56.63
1230,0.04990476,51.2,50.4,54.03
1231,0.06651423,68.24,67.18,70.4
1232,0.05484226,56.27,55.39,58.9
1233,0.05928048,60.82,59.87,63.27
1234,0.07109524,72.94,71.81,74.91
1235,0.07179493,73.66,72.51,75.6
1236,0.06740542,69.16,68.08,71.27
1237,0.0598963,61.45,60.5,63.88
1238,0.0594789,61.03,60.07,63.46
1239,0.07104676,72.89,71.76,74.86
1240,0.05402996,55.43,54.57,58.1
1241,0.05938025,60.92,59.97,63.37
1242,0.05729361,58.78,57.87,61.31
1243,0.05730161,58.79,57.87,61.32
1244,0.06721626,68.96,67.89,71.09
1245,0.0539737,55.38,54.51,58.04
1246,0.06153371,63.13,62.15,65.49
1247,0.0566645,58.14,57.23,60.69
1248,0.05744477,58.94,58.02,61.46
1249,0.05731053,58.8,57.88,61.33
1250,0.05988009,61.44,60.48,63.86
1251,0.05291901,54.29,53.45,57.0
1252,0.05886078,60.39,59.45,62.85
1253,0.0505567,51.87,51.06,54.67
1254,0.06897767,70.77,69.67,72.82
1255,0.05765444,59.15,58.23,61.67
1256,0.06441568,66.09,65.06,68.33
1257,0.05401214,55.42,54.55,58.08
1258,0.06324008,64.88,63.87,67.17
1259,0.07468581,76.63,75.43,78.45
1260,0.05905716,60.59,59.65,63.05
1261,0.05661776,58.09,57.18,60.65
1262,0.05231875,53.68,52.84,56.41
1263,0.04320303,44.33,43.64,47.43
1264,0.05751007,59.01,58.09,61.52
1265,0.05157359,52.91,52.09,55.68
1266,0.07885697,80.91,79.65,82.56
1267,0.04415664,45.3,44.6,48.37
1268,0.06225065,63.87,62.87,66.19
1269,0.05840295,59.92,58.99,62.4
1270,0.06193894,63.55,62.56,65.89
1271,0.06926174,71.06,69.95,73.1
1272,0.0532339,54.62,53.77,57.31
1273,0.04956971,50.86,50.07,53.7
1274,0.05544601,56.89,56.0,59.49
1275,0.05420552,55.61,54.75,58.27
1276,0.05656197,58.03,57.13,60.59
1277,0.05778989,59.29,58.37,61.8
1278,0.06281315,64.45,63.44,66.75
1279,0.06060455,62.18,61.21,64.57
1280,0.06612775,67.85,66.79,70.01
1281,0.06119501,62.79,61.81,65.15
1282,0.05019838,51.5,50.7,54.32
1283,0.06785236,69.62,68.53,71.71
1284,0.05522668,56.66,55.78,59.27
1285,0.05652887,58.0,57.09,60.56
1286,0.06717914,68.93,67.85,71.05
1287,0.06933603,71.14,70.03,73.18
1288,0.06579341,67.5,66.45,69.69
1289,0.05514688,56.58,55.7,59.2
1290,0.06225857,63.88,62.88,66.2
1291,0.06023217,61.8,60.83,64.21
1292,0.07365022,75.57,74.39,77.43
1293,0.07505842,77.01,75.81,78.81
1294,0.07507328,77.03,75.82,78.83
1295,0.06236373,63.99,62.99,66.31
1296,0.06073325,62.31,61.34,64.7
1297,0.0644347,66.11,65.08,68.35
1298,0.05081075,52.13,51.32,54.92
1299,0.05120209,52.53,51.71,55.31
1300,0.05640537,57.87,56.97,60.44
1301,0.06735638,69.11,68.03,71.23
1302,0.05384875,55.25,54.39,57.92
1303,0.05586395,57.32,56.42,59.9
1304,0.06450361,66.18,65.15,68.41
1305,0.04849055,49.75,48.98,52.64
1306,0.06492609,66.61,65.58,68.83
1307,0.0649499,66.64,65.6,68.85
1308,0.05344701,54.84,53.98,57.52
1309,0.07151042,73.37,72.23,75.32
1310,0.06963308,71.44,70.33,73.47
1311,0.06870243,70.49,69.39,72.55
1312,0.07123982,73.09,71.95,75.05
1313,0.06014745,61.71,60.75,64.12
1314,0.04486672,46.03,45.32,49.07
1315,0.04786567,49.11,48.34,52.02
1316,0.05880945,60.34,59.4,62.8
1317,0.05413984,55.55,54.68,58.2
1318,0.06000141,61.56,60.6,63.98
1319,0.06343108,65.08,64.07,67.36
1320,0.05391487,55.32,54.45,57.98
1321,0.07985612,81.93,80.65,83.54
1322,0.05498935,56.42,55.54,59.04
1323,0.05109355,52.42,51.6,55.2
1324,0.06337239,65.02,64.01,67.3
